"subject","success","timeout","trial_index","rt","stimulus","block","category","correct","stim_type","trial_in_block","trial_label","participant_id"
"hq879g22khw9971",NA,NA,38,52,"img/miracle.jpg",2,"GOOD",TRUE,"word",16,"block2_16",NA
"hq879g22khw9971",NA,NA,40,196,"img/l_b_3_s_010.png",3,"boy",FALSE,"picture",1,"block3_1",NA
"hq879g22khw9971",NA,NA,41,66,"img/gift.jpg",3,"GOOD",TRUE,"word",2,"block3_2",NA
"hq879g22khw9971",NA,NA,42,56,"img/W_G_3_S_003.png",3,"girl",FALSE,"picture",3,"block3_3",NA
"hq879g22khw9971",NA,NA,43,57,"img/laughter.jpg",3,"GOOD",FALSE,"word",4,"block3_4",NA
"hq879g22khw9971",NA,NA,44,60,"img/A_B_3_S_004.png",3,"boy",TRUE,"picture",5,"block3_5",NA
"hq879g22khw9971",NA,NA,45,22,"img/ugly.jpg",3,"BAD",FALSE,"word",6,"block3_6",NA
"hq879g22khw9971",NA,NA,46,73,"img/B_B_3_S_008.png",3,"boy",FALSE,"picture",7,"block3_7",NA
"hq879g22khw9971",NA,NA,47,76,"img/miracle.jpg",3,"GOOD",TRUE,"word",8,"block3_8",NA
"hq879g22khw9971",NA,NA,48,35,"img/W_B_3_S_002.png",3,"boy",TRUE,"picture",9,"block3_9",NA
"hq879g22khw9971",NA,NA,49,40,"img/tragedy.jpg",3,"BAD",FALSE,"word",10,"block3_10",NA
"hq879g22khw9971",NA,NA,50,26,"img/B_G_3_S_002.png",3,"girl",TRUE,"picture",11,"block3_11",NA
"hq879g22khw9971",NA,NA,51,93,"img/lucky.jpg",3,"GOOD",FALSE,"word",12,"block3_12",NA
"hq879g22khw9971",NA,NA,52,91,"img/A_G_3_S_006.png",3,"girl",FALSE,"picture",13,"block3_13",NA
"hq879g22khw9971",NA,NA,53,60,"img/grief.jpg",3,"BAD",TRUE,"word",14,"block3_14",NA
"hq879g22khw9971",NA,NA,54,33,"img/l_g_3_s_009.png",3,"girl",TRUE,"picture",15,"block3_15",NA
"hq879g22khw9971",NA,NA,55,48,"img/hatred.jpg",3,"BAD",TRUE,"word",16,"block3_16",NA
"hq879g22khw9971",NA,NA,57,193,"img/B_B_3_S_008.png",4,"boy",FALSE,"picture",1,"block4_1",NA
"hq879g22khw9971",NA,NA,58,64,"img/laughter.jpg",4,"GOOD",TRUE,"word",2,"block4_2",NA
"hq879g22khw9971",NA,NA,59,46,"img/l_b_3_s_010.png",4,"boy",TRUE,"picture",3,"block4_3",NA
"hq879g22khw9971",NA,NA,60,50,"img/miracle.jpg",4,"GOOD",TRUE,"word",4,"block4_4",NA
"hq879g22khw9971",NA,NA,61,134,"img/W_B_3_S_002.png",4,"boy",FALSE,"picture",5,"block4_5",NA
"hq879g22khw9971",NA,NA,62,63,"img/grief.jpg",4,"BAD",FALSE,"word",6,"block4_6",NA
"hq879g22khw9971",NA,NA,63,349,"img/A_G_3_S_006.png",4,"girl",FALSE,"picture",7,"block4_7",NA
"hq879g22khw9971",NA,NA,64,14,"img/gift.jpg",4,"GOOD",FALSE,"word",8,"block4_8",NA
"hq879g22khw9971",NA,NA,65,52,"img/B_G_3_S_002.png",4,"girl",FALSE,"picture",9,"block4_9",NA
"hq879g22khw9971",NA,NA,66,0,"img/lucky.jpg",4,"GOOD",FALSE,"word",10,"block4_10",NA
"hq879g22khw9971",NA,NA,67,61,"img/l_g_3_s_009.png",4,"girl",FALSE,"picture",11,"block4_11",NA
"hq879g22khw9971",NA,NA,68,175,"img/hatred.jpg",4,"BAD",FALSE,"word",12,"block4_12",NA
"hq879g22khw9971",NA,NA,69,39,"img/A_B_3_S_004.png",4,"boy",TRUE,"picture",13,"block4_13",NA
"hq879g22khw9971",NA,NA,70,125,"img/ugly.jpg",4,"BAD",FALSE,"word",14,"block4_14",NA
"hq879g22khw9971",NA,NA,71,160,"img/W_G_3_S_003.png",4,"girl",TRUE,"picture",15,"block4_15",NA
"hq879g22khw9971",NA,NA,72,7,"img/tragedy.jpg",4,"BAD",TRUE,"word",16,"block4_16",NA
"hq879g22khw9971",NA,NA,73,137,"img/W_G_3_S_003.png",4,"girl",TRUE,"picture",17,"block4_17",NA
"hq879g22khw9971",NA,NA,74,57,"img/grief.jpg",4,"BAD",TRUE,"word",18,"block4_18",NA
"hq879g22khw9971",NA,NA,75,72,"img/A_G_3_S_006.png",4,"girl",TRUE,"picture",19,"block4_19",NA
"hq879g22khw9971",NA,NA,76,31,"img/laughter.jpg",4,"GOOD",FALSE,"word",20,"block4_20",NA
"hq879g22khw9971",NA,NA,77,33,"img/l_g_3_s_009.png",4,"girl",FALSE,"picture",21,"block4_21",NA
"hq879g22khw9971",NA,NA,78,44,"img/miracle.jpg",4,"GOOD",FALSE,"word",22,"block4_22",NA
"hq879g22khw9971",NA,NA,79,21,"img/W_B_3_S_002.png",4,"boy",TRUE,"picture",23,"block4_23",NA
"hq879g22khw9971",NA,NA,80,99,"img/gift.jpg",4,"GOOD",TRUE,"word",24,"block4_24",NA
"hq879g22khw9971",NA,NA,81,44,"img/B_G_3_S_002.png",4,"girl",FALSE,"picture",25,"block4_25",NA
"hq879g22khw9971",NA,NA,82,52,"img/ugly.jpg",4,"BAD",TRUE,"word",26,"block4_26",NA
"hq879g22khw9971",NA,NA,83,113,"img/A_B_3_S_004.png",4,"boy",FALSE,"picture",27,"block4_27",NA
"hq879g22khw9971",NA,NA,84,99,"img/tragedy.jpg",4,"BAD",FALSE,"word",28,"block4_28",NA
"hq879g22khw9971",NA,NA,85,183,"img/l_b_3_s_010.png",4,"boy",FALSE,"picture",29,"block4_29",NA
"hq879g22khw9971",NA,NA,86,115,"img/hatred.jpg",4,"BAD",FALSE,"word",30,"block4_30",NA
"hq879g22khw9971",NA,NA,87,123,"img/B_B_3_S_008.png",4,"boy",FALSE,"picture",31,"block4_31",NA
"hq879g22khw9971",NA,NA,88,121,"img/lucky.jpg",4,"GOOD",TRUE,"word",32,"block4_32",NA
"hq879g22khw9971",NA,NA,90,672,"img/l_g_3_s_009.png",5,"girl",TRUE,"picture",1,"block5_1",NA
"hq879g22khw9971",NA,NA,91,68,"img/A_B_3_S_004.png",5,"boy",TRUE,"picture",2,"block5_2",NA
"hq879g22khw9971",NA,NA,92,37,"img/A_G_3_S_006.png",5,"girl",TRUE,"picture",3,"block5_3",NA
"hq879g22khw9971",NA,NA,93,166,"img/A_G_3_S_006.png",5,"girl",FALSE,"picture",4,"block5_4",NA
"hq879g22khw9971",NA,NA,94,142,"img/B_B_3_S_008.png",5,"boy",TRUE,"picture",5,"block5_5",NA
"hq879g22khw9971",NA,NA,95,161,"img/W_B_3_S_002.png",5,"boy",TRUE,"picture",6,"block5_6",NA
"hq879g22khw9971",NA,NA,96,177,"img/W_G_3_S_003.png",5,"girl",FALSE,"picture",7,"block5_7",NA
"hq879g22khw9971",NA,NA,97,157,"img/l_b_3_s_010.png",5,"boy",FALSE,"picture",8,"block5_8",NA
"hq879g22khw9971",NA,NA,98,113,"img/A_B_3_S_004.png",5,"boy",FALSE,"picture",9,"block5_9",NA
"hq879g22khw9971",NA,NA,99,1110,"img/l_g_3_s_009.png",5,"girl",TRUE,"picture",10,"block5_10",NA
"hq879g22khw9971",NA,NA,100,121,"img/W_B_3_S_002.png",5,"boy",TRUE,"picture",11,"block5_11",NA
"hq879g22khw9971",NA,NA,101,169,"img/B_G_3_S_002.png",5,"girl",TRUE,"picture",12,"block5_12",NA
"hq879g22khw9971",NA,NA,102,53,"img/B_B_3_S_008.png",5,"boy",TRUE,"picture",13,"block5_13",NA
"hq879g22khw9971",NA,NA,103,22,"img/B_G_3_S_002.png",5,"girl",TRUE,"picture",14,"block5_14",NA
"hq879g22khw9971",NA,NA,104,102,"img/W_G_3_S_003.png",5,"girl",FALSE,"picture",15,"block5_15",NA
"hq879g22khw9971",NA,NA,105,80,"img/l_b_3_s_010.png",5,"boy",TRUE,"picture",16,"block5_16",NA
"hq879g22khw9971",NA,NA,107,215,"img/W_B_3_S_002.png",6,"boy",TRUE,"picture",1,"block6_1",NA
"hq879g22khw9971",NA,NA,108,10,"img/ugly.jpg",6,"BAD",TRUE,"word",2,"block6_2",NA
"hq879g22khw9971",NA,NA,109,139,"img/A_B_3_S_004.png",6,"boy",FALSE,"picture",3,"block6_3",NA
"hq879g22khw9971",NA,NA,110,9,"img/miracle.jpg",6,"GOOD",FALSE,"word",4,"block6_4",NA
"hq879g22khw9971",NA,NA,111,151,"img/l_g_3_s_009.png",6,"girl",FALSE,"picture",5,"block6_5",NA
"hq879g22khw9971",NA,NA,112,65,"img/laughter.jpg",6,"GOOD",TRUE,"word",6,"block6_6",NA
"hq879g22khw9971",NA,NA,113,139,"img/W_G_3_S_003.png",6,"girl",FALSE,"picture",7,"block6_7",NA
"hq879g22khw9971",NA,NA,114,110,"img/lucky.jpg",6,"GOOD",FALSE,"word",8,"block6_8",NA
"hq879g22khw9971",NA,NA,115,162,"img/l_b_3_s_010.png",6,"boy",FALSE,"picture",9,"block6_9",NA
"hq879g22khw9971",NA,NA,116,45,"img/tragedy.jpg",6,"BAD",TRUE,"word",10,"block6_10",NA
"hq879g22khw9971",NA,NA,117,110,"img/A_G_3_S_006.png",6,"girl",TRUE,"picture",11,"block6_11",NA
"hq879g22khw9971",NA,NA,118,60,"img/gift.jpg",6,"GOOD",TRUE,"word",12,"block6_12",NA
"hq879g22khw9971",NA,NA,119,170,"img/B_B_3_S_008.png",6,"boy",FALSE,"picture",13,"block6_13",NA
"hq879g22khw9971",NA,NA,120,75,"img/hatred.jpg",6,"BAD",TRUE,"word",14,"block6_14",NA
"hq879g22khw9971",NA,NA,121,101,"img/B_G_3_S_002.png",6,"girl",FALSE,"picture",15,"block6_15",NA
"hq879g22khw9971",NA,NA,122,141,"img/grief.jpg",6,"BAD",FALSE,"word",16,"block6_16",NA
"hq879g22khw9971",NA,NA,124,377,"img/A_G_3_S_006.png",7,"girl",TRUE,"picture",1,"block7_1",NA
"hq879g22khw9971",NA,NA,125,66,"img/grief.jpg",7,"BAD",FALSE,"word",2,"block7_2",NA
"hq879g22khw9971",NA,NA,126,124,"img/B_B_3_S_008.png",7,"boy",TRUE,"picture",3,"block7_3",NA
"hq879g22khw9971",NA,NA,127,142,"img/ugly.jpg",7,"BAD",FALSE,"word",4,"block7_4",NA
"hq879g22khw9971",NA,NA,128,150,"img/l_b_3_s_010.png",7,"boy",FALSE,"picture",5,"block7_5",NA
"hq879g22khw9971",NA,NA,129,65,"img/lucky.jpg",7,"GOOD",FALSE,"word",6,"block7_6",NA
"hq879g22khw9971",NA,NA,130,194,"img/W_B_3_S_002.png",7,"boy",FALSE,"picture",7,"block7_7",NA
"hq879g22khw9971",NA,NA,131,46,"img/miracle.jpg",7,"GOOD",FALSE,"word",8,"block7_8",NA
"hq879g22khw9971",NA,NA,132,173,"img/W_G_3_S_003.png",7,"girl",TRUE,"picture",9,"block7_9",NA
"hq879g22khw9971",NA,NA,133,118,"img/tragedy.jpg",7,"BAD",FALSE,"word",10,"block7_10",NA
"hq879g22khw9971",NA,NA,134,157,"img/l_g_3_s_009.png",7,"girl",FALSE,"picture",11,"block7_11",NA
"hq879g22khw9971",NA,NA,135,99,"img/gift.jpg",7,"GOOD",TRUE,"word",12,"block7_12",NA
"hq879g22khw9971",NA,NA,136,32,"img/B_G_3_S_002.png",7,"girl",TRUE,"picture",13,"block7_13",NA
"hq879g22khw9971",NA,NA,137,113,"img/laughter.jpg",7,"GOOD",TRUE,"word",14,"block7_14",NA
"hq879g22khw9971",NA,NA,138,7,"img/A_B_3_S_004.png",7,"boy",FALSE,"picture",15,"block7_15",NA
"hq879g22khw9971",NA,NA,139,26,"img/hatred.jpg",7,"BAD",TRUE,"word",16,"block7_16",NA
"hq879g22khw9971",NA,NA,140,125,"img/B_B_3_S_008.png",7,"boy",TRUE,"picture",17,"block7_17",NA
"hq879g22khw9971",NA,NA,141,141,"img/hatred.jpg",7,"BAD",FALSE,"word",18,"block7_18",NA
"hq879g22khw9971",NA,NA,142,66,"img/l_b_3_s_010.png",7,"boy",TRUE,"picture",19,"block7_19",NA
"hq879g22khw9971",NA,NA,143,10,"img/grief.jpg",7,"BAD",TRUE,"word",20,"block7_20",NA
"hq879g22khw9971",NA,NA,144,103,"img/A_B_3_S_004.png",7,"boy",TRUE,"picture",21,"block7_21",NA
"hq879g22khw9971",NA,NA,145,131,"img/gift.jpg",7,"GOOD",TRUE,"word",22,"block7_22",NA
"hq879g22khw9971",NA,NA,146,10,"img/l_g_3_s_009.png",7,"girl",TRUE,"picture",23,"block7_23",NA
"hq879g22khw9971",NA,NA,147,133,"img/laughter.jpg",7,"GOOD",TRUE,"word",24,"block7_24",NA
"hq879g22khw9971",NA,NA,148,144,"img/W_B_3_S_002.png",7,"boy",TRUE,"picture",25,"block7_25",NA
"hq879g22khw9971",NA,NA,149,48,"img/miracle.jpg",7,"GOOD",TRUE,"word",26,"block7_26",NA
"hq879g22khw9971",NA,NA,150,60,"img/A_G_3_S_006.png",7,"girl",TRUE,"picture",27,"block7_27",NA
"hq879g22khw9971",NA,NA,151,83,"img/ugly.jpg",7,"BAD",FALSE,"word",28,"block7_28",NA
"hq879g22khw9971",NA,NA,152,169,"img/B_G_3_S_002.png",7,"girl",TRUE,"picture",29,"block7_29",NA
"hq879g22khw9971",NA,NA,153,135,"img/lucky.jpg",7,"GOOD",FALSE,"word",30,"block7_30",NA
"hq879g22khw9971",NA,NA,154,48,"img/W_G_3_S_003.png",7,"girl",FALSE,"picture",31,"block7_31",NA
"hq879g22khw9971",NA,NA,155,150,"img/tragedy.jpg",7,"BAD",FALSE,"word",32,"block7_32",NA
"nf3klehwla56xjb",NA,NA,6,1870,"img/l_b_3_s_010.png",1,"boy",TRUE,"picture",1,"block1_1","test"
"nf3klehwla56xjb",NA,NA,7,2,"img/A_B_3_S_004.png",1,"boy",TRUE,"picture",2,"block1_2","test"
"nf3klehwla56xjb",NA,NA,8,185,"img/l_g_3_s_009.png",1,"girl",TRUE,"picture",3,"block1_3","test"
"nf3klehwla56xjb",NA,NA,9,55,"img/B_G_3_S_002.png",1,"girl",TRUE,"picture",4,"block1_4","test"
"nf3klehwla56xjb",NA,NA,10,9,"img/W_G_3_S_003.png",1,"girl",TRUE,"picture",5,"block1_5","test"
"nf3klehwla56xjb",NA,NA,11,140,"img/W_B_3_S_002.png",1,"boy",TRUE,"picture",6,"block1_6","test"
"nf3klehwla56xjb",NA,NA,12,87,"img/A_B_3_S_004.png",1,"boy",FALSE,"picture",7,"block1_7","test"
"nf3klehwla56xjb",NA,NA,13,30,"img/B_B_3_S_008.png",1,"boy",TRUE,"picture",8,"block1_8","test"
"nf3klehwla56xjb",NA,NA,14,70,"img/W_B_3_S_002.png",1,"boy",FALSE,"picture",9,"block1_9","test"
"nf3klehwla56xjb",NA,NA,15,116,"img/B_G_3_S_002.png",1,"girl",TRUE,"picture",10,"block1_10","test"
"nf3klehwla56xjb",NA,NA,16,42,"img/B_B_3_S_008.png",1,"boy",TRUE,"picture",11,"block1_11","test"
"nf3klehwla56xjb",NA,NA,17,88,"img/W_G_3_S_003.png",1,"girl",TRUE,"picture",12,"block1_12","test"
"nf3klehwla56xjb",NA,NA,18,93,"img/A_G_3_S_006.png",1,"girl",FALSE,"picture",13,"block1_13","test"
"nf3klehwla56xjb",NA,NA,19,96,"img/A_G_3_S_006.png",1,"girl",FALSE,"picture",14,"block1_14","test"
"nf3klehwla56xjb",NA,NA,20,100,"img/l_g_3_s_009.png",1,"girl",FALSE,"picture",15,"block1_15","test"
"nf3klehwla56xjb",NA,NA,21,82,"img/l_b_3_s_010.png",1,"boy",TRUE,"picture",16,"block1_16","test"
"nf3klehwla56xjb",NA,NA,23,214,"img/miracle.jpg",2,"GOOD",TRUE,"word",1,"block2_1","test"
"nf3klehwla56xjb",NA,NA,24,18,"img/tragedy.jpg",2,"BAD",TRUE,"word",2,"block2_2","test"
"nf3klehwla56xjb",NA,NA,25,182,"img/lucky.jpg",2,"GOOD",TRUE,"word",3,"block2_3","test"
"nf3klehwla56xjb",NA,NA,26,15,"img/hatred.jpg",2,"BAD",FALSE,"word",4,"block2_4","test"
"nf3klehwla56xjb",NA,NA,27,229,"img/laughter.jpg",2,"GOOD",TRUE,"word",5,"block2_5","test"
"nf3klehwla56xjb",NA,NA,28,16,"img/gift.jpg",2,"GOOD",TRUE,"word",6,"block2_6","test"
"nf3klehwla56xjb",NA,NA,29,19,"img/gift.jpg",2,"GOOD",FALSE,"word",7,"block2_7","test"
"nf3klehwla56xjb",NA,NA,30,205,"img/ugly.jpg",2,"BAD",TRUE,"word",8,"block2_8","test"
"nf3klehwla56xjb",NA,NA,31,21,"img/laughter.jpg",2,"GOOD",TRUE,"word",9,"block2_9","test"
"nf3klehwla56xjb",NA,NA,32,220,"img/hatred.jpg",2,"BAD",TRUE,"word",10,"block2_10","test"
"nf3klehwla56xjb",NA,NA,33,227,"img/miracle.jpg",2,"GOOD",FALSE,"word",11,"block2_11","test"
"nf3klehwla56xjb",NA,NA,34,209,"img/tragedy.jpg",2,"BAD",FALSE,"word",12,"block2_12","test"
"nf3klehwla56xjb",NA,NA,35,209,"img/ugly.jpg",2,"BAD",TRUE,"word",13,"block2_13","test"
"nf3klehwla56xjb",NA,NA,36,9,"img/lucky.jpg",2,"GOOD",FALSE,"word",14,"block2_14","test"
"nf3klehwla56xjb",NA,NA,37,249,"img/grief.jpg",2,"BAD",TRUE,"word",15,"block2_15","test"
"nf3klehwla56xjb",NA,NA,38,3,"img/grief.jpg",2,"BAD",FALSE,"word",16,"block2_16","test"
"nf3klehwla56xjb",NA,NA,107,241,"img/A_B_3_S_004.png",3,"boy",FALSE,"picture",1,"block3_1","test"
"nf3klehwla56xjb",NA,NA,108,154,"img/ugly.jpg",3,"BAD",TRUE,"word",2,"block3_2","test"
"nf3klehwla56xjb",NA,NA,109,179,"img/l_b_3_s_010.png",3,"boy",FALSE,"picture",3,"block3_3","test"
"nf3klehwla56xjb",NA,NA,110,193,"img/lucky.jpg",3,"GOOD",FALSE,"word",4,"block3_4","test"
"nf3klehwla56xjb",NA,NA,111,151,"img/W_G_3_S_003.png",3,"girl",TRUE,"picture",5,"block3_5","test"
"nf3klehwla56xjb",NA,NA,112,182,"img/miracle.jpg",3,"GOOD",TRUE,"word",6,"block3_6","test"
"nf3klehwla56xjb",NA,NA,113,415,"img/B_G_3_S_002.png",3,"girl",TRUE,"picture",7,"block3_7","test"
"nf3klehwla56xjb",NA,NA,114,169,"img/hatred.jpg",3,"BAD",TRUE,"word",8,"block3_8","test"
"nf3klehwla56xjb",NA,NA,115,280,"img/W_B_3_S_002.png",3,"boy",FALSE,"picture",9,"block3_9","test"
"nf3klehwla56xjb",NA,NA,116,3,"img/tragedy.jpg",3,"BAD",TRUE,"word",10,"block3_10","test"
"nf3klehwla56xjb",NA,NA,117,196,"img/l_g_3_s_009.png",3,"girl",TRUE,"picture",11,"block3_11","test"
"nf3klehwla56xjb",NA,NA,118,186,"img/laughter.jpg",3,"GOOD",TRUE,"word",12,"block3_12","test"
"nf3klehwla56xjb",NA,NA,119,507,"img/B_B_3_S_008.png",3,"boy",FALSE,"picture",13,"block3_13","test"
"nf3klehwla56xjb",NA,NA,120,167,"img/gift.jpg",3,"GOOD",TRUE,"word",14,"block3_14","test"
"nf3klehwla56xjb",NA,NA,121,176,"img/A_G_3_S_006.png",3,"girl",FALSE,"picture",15,"block3_15","test"
"nf3klehwla56xjb",NA,NA,122,143,"img/grief.jpg",3,"BAD",TRUE,"word",16,"block3_16","test"
"nf3klehwla56xjb",NA,NA,124,449,"img/B_G_3_S_002.png",4,"girl",FALSE,"picture",1,"block4_1","test"
"nf3klehwla56xjb",NA,NA,125,119,"img/gift.jpg",4,"GOOD",FALSE,"word",2,"block4_2","test"
"nf3klehwla56xjb",NA,NA,126,100,"img/W_G_3_S_003.png",4,"girl",FALSE,"picture",3,"block4_3","test"
"nf3klehwla56xjb",NA,NA,127,116,"img/tragedy.jpg",4,"BAD",FALSE,"word",4,"block4_4","test"
"nf3klehwla56xjb",NA,NA,128,116,"img/B_B_3_S_008.png",4,"boy",TRUE,"picture",5,"block4_5","test"
"nf3klehwla56xjb",NA,NA,129,110,"img/grief.jpg",4,"BAD",TRUE,"word",6,"block4_6","test"
"nf3klehwla56xjb",NA,NA,130,92,"img/l_g_3_s_009.png",4,"girl",FALSE,"picture",7,"block4_7","test"
"nf3klehwla56xjb",NA,NA,131,66,"img/ugly.jpg",4,"BAD",TRUE,"word",8,"block4_8","test"
"nf3klehwla56xjb",NA,NA,132,92,"img/l_b_3_s_010.png",4,"boy",TRUE,"picture",9,"block4_9","test"
"nf3klehwla56xjb",NA,NA,133,93,"img/hatred.jpg",4,"BAD",FALSE,"word",10,"block4_10","test"
"nf3klehwla56xjb",NA,NA,134,135,"img/A_G_3_S_006.png",4,"girl",TRUE,"picture",11,"block4_11","test"
"nf3klehwla56xjb",NA,NA,135,177,"img/laughter.jpg",4,"GOOD",TRUE,"word",12,"block4_12","test"
"nf3klehwla56xjb",NA,NA,136,151,"img/A_B_3_S_004.png",4,"boy",TRUE,"picture",13,"block4_13","test"
"nf3klehwla56xjb",NA,NA,137,119,"img/miracle.jpg",4,"GOOD",TRUE,"word",14,"block4_14","test"
"nf3klehwla56xjb",NA,NA,138,135,"img/W_B_3_S_002.png",4,"boy",FALSE,"picture",15,"block4_15","test"
"nf3klehwla56xjb",NA,NA,139,109,"img/lucky.jpg",4,"GOOD",FALSE,"word",16,"block4_16","test"
"nf3klehwla56xjb",NA,NA,140,82,"img/W_B_3_S_002.png",4,"boy",FALSE,"picture",17,"block4_17","test"
"nf3klehwla56xjb",NA,NA,141,82,"img/grief.jpg",4,"BAD",TRUE,"word",18,"block4_18","test"
"nf3klehwla56xjb",NA,NA,142,106,"img/B_B_3_S_008.png",4,"boy",TRUE,"picture",19,"block4_19","test"
"nf3klehwla56xjb",NA,NA,143,110,"img/hatred.jpg",4,"BAD",TRUE,"word",20,"block4_20","test"
"nf3klehwla56xjb",NA,NA,144,60,"img/l_g_3_s_009.png",4,"girl",TRUE,"picture",21,"block4_21","test"
"nf3klehwla56xjb",NA,NA,145,86,"img/laughter.jpg",4,"GOOD",FALSE,"word",22,"block4_22","test"
"nf3klehwla56xjb",NA,NA,146,30,"img/A_B_3_S_004.png",4,"boy",TRUE,"picture",23,"block4_23","test"
"nf3klehwla56xjb",NA,NA,147,70,"img/tragedy.jpg",4,"BAD",TRUE,"word",24,"block4_24","test"
"nf3klehwla56xjb",NA,NA,148,71,"img/l_b_3_s_010.png",4,"boy",TRUE,"picture",25,"block4_25","test"
"nf3klehwla56xjb",NA,NA,149,84,"img/miracle.jpg",4,"GOOD",TRUE,"word",26,"block4_26","test"
"nf3klehwla56xjb",NA,NA,150,70,"img/W_G_3_S_003.png",4,"girl",TRUE,"picture",27,"block4_27","test"
"nf3klehwla56xjb",NA,NA,151,94,"img/ugly.jpg",4,"BAD",TRUE,"word",28,"block4_28","test"
"nf3klehwla56xjb",NA,NA,152,84,"img/B_G_3_S_002.png",4,"girl",FALSE,"picture",29,"block4_29","test"
"nf3klehwla56xjb",NA,NA,153,43,"img/gift.jpg",4,"GOOD",TRUE,"word",30,"block4_30","test"
"nf3klehwla56xjb",NA,NA,154,88,"img/A_G_3_S_006.png",4,"girl",FALSE,"picture",31,"block4_31","test"
"nf3klehwla56xjb",NA,NA,155,50,"img/lucky.jpg",4,"GOOD",TRUE,"word",32,"block4_32","test"
"nf3klehwla56xjb",NA,NA,90,228,"img/A_B_3_S_004.png",5,"boy",TRUE,"picture",1,"block5_1","test"
"nf3klehwla56xjb",NA,NA,91,88,"img/l_b_3_s_010.png",5,"boy",FALSE,"picture",2,"block5_2","test"
"nf3klehwla56xjb",NA,NA,92,129,"img/B_B_3_S_008.png",5,"boy",FALSE,"picture",3,"block5_3","test"
"nf3klehwla56xjb",NA,NA,93,77,"img/W_B_3_S_002.png",5,"boy",FALSE,"picture",4,"block5_4","test"
"nf3klehwla56xjb",NA,NA,94,87,"img/A_G_3_S_006.png",5,"girl",TRUE,"picture",5,"block5_5","test"
"nf3klehwla56xjb",NA,NA,95,64,"img/l_g_3_s_009.png",5,"girl",FALSE,"picture",6,"block5_6","test"
"nf3klehwla56xjb",NA,NA,96,77,"img/l_b_3_s_010.png",5,"boy",TRUE,"picture",7,"block5_7","test"
"nf3klehwla56xjb",NA,NA,97,113,"img/W_G_3_S_003.png",5,"girl",TRUE,"picture",8,"block5_8","test"
"nf3klehwla56xjb",NA,NA,98,214,"img/A_G_3_S_006.png",5,"girl",TRUE,"picture",9,"block5_9","test"
"nf3klehwla56xjb",NA,NA,99,234,"img/B_B_3_S_008.png",5,"boy",FALSE,"picture",10,"block5_10","test"
"nf3klehwla56xjb",NA,NA,100,198,"img/W_G_3_S_003.png",5,"girl",FALSE,"picture",11,"block5_11","test"
"nf3klehwla56xjb",NA,NA,101,175,"img/l_g_3_s_009.png",5,"girl",TRUE,"picture",12,"block5_12","test"
"nf3klehwla56xjb",NA,NA,102,219,"img/W_B_3_S_002.png",5,"boy",FALSE,"picture",13,"block5_13","test"
"nf3klehwla56xjb",NA,NA,103,189,"img/A_B_3_S_004.png",5,"boy",FALSE,"picture",14,"block5_14","test"
"nf3klehwla56xjb",NA,NA,104,194,"img/B_G_3_S_002.png",5,"girl",FALSE,"picture",15,"block5_15","test"
"nf3klehwla56xjb",NA,NA,105,202,"img/B_G_3_S_002.png",5,"girl",TRUE,"picture",16,"block5_16","test"
"nf3klehwla56xjb",NA,NA,40,430,"img/l_g_3_s_009.png",6,"girl",FALSE,"picture",1,"block6_1","test"
"nf3klehwla56xjb",NA,NA,41,215,"img/grief.jpg",6,"BAD",FALSE,"word",2,"block6_2","test"
"nf3klehwla56xjb",NA,NA,42,234,"img/W_B_3_S_002.png",6,"boy",TRUE,"picture",3,"block6_3","test"
"nf3klehwla56xjb",NA,NA,43,2,"img/ugly.jpg",6,"BAD",FALSE,"word",4,"block6_4","test"
"nf3klehwla56xjb",NA,NA,44,189,"img/A_B_3_S_004.png",6,"boy",TRUE,"picture",5,"block6_5","test"
"nf3klehwla56xjb",NA,NA,45,21,"img/hatred.jpg",6,"BAD",TRUE,"word",6,"block6_6","test"
"nf3klehwla56xjb",NA,NA,46,0,"img/A_G_3_S_006.png",6,"girl",FALSE,"picture",7,"block6_7","test"
"nf3klehwla56xjb",NA,NA,47,252,"img/laughter.jpg",6,"GOOD",FALSE,"word",8,"block6_8","test"
"nf3klehwla56xjb",NA,NA,48,205,"img/l_b_3_s_010.png",6,"boy",TRUE,"picture",9,"block6_9","test"
"nf3klehwla56xjb",NA,NA,49,3,"img/tragedy.jpg",6,"BAD",FALSE,"word",10,"block6_10","test"
"nf3klehwla56xjb",NA,NA,50,19,"img/W_G_3_S_003.png",6,"girl",FALSE,"picture",11,"block6_11","test"
"nf3klehwla56xjb",NA,NA,51,211,"img/lucky.jpg",6,"GOOD",FALSE,"word",12,"block6_12","test"
"nf3klehwla56xjb",NA,NA,52,8,"img/B_G_3_S_002.png",6,"girl",FALSE,"picture",13,"block6_13","test"
"nf3klehwla56xjb",NA,NA,53,7,"img/gift.jpg",6,"GOOD",FALSE,"word",14,"block6_14","test"
"nf3klehwla56xjb",NA,NA,54,9,"img/B_B_3_S_008.png",6,"boy",TRUE,"picture",15,"block6_15","test"
"nf3klehwla56xjb",NA,NA,55,0,"img/miracle.jpg",6,"GOOD",FALSE,"word",16,"block6_16","test"
"nf3klehwla56xjb",NA,NA,57,246,"img/l_b_3_s_010.png",7,"boy",FALSE,"picture",1,"block7_1","test"
